Rule ID,Title,Severity,Action,Category,Description,Pattern,Min Count,Max Chars,LLM Prompt,Applies To,Endpoints,Shadow Override
SANITIZE-PII-PHONE-NUMBER-EXPOSURE-1.0,PII Sanitization: Phone number exposure in prompts,critical,block,,,\b(?:\+?1[-.\s]?)?\(?[0-9]{3}\)?[-.\s]?[0-9]{3}[-.\s]?[0-9]{4}\b,1,,,request,*,
SANITIZE-PII-EMAIL-EXTRACTION-REQUEST-1.0,PII Sanitization: Email extraction or collection requests,critical,block,,,(?i)\b(?:extract|collect|gather|find|show|list)\s+(?:all\s+)?(?:email\s+)?(?:addresses?|emails?)|email\s+(?:harvesting|scraping|collection),1,,,request,*,
SANITIZE-PII-PERSONAL-DATA-EXPOSURE-1.0,PII Sanitization: Personal data exposure in prompts,critical,block,,,(?i)\b(?:my\s+(?:name\s+is|address\s+is|birthday\s+is)|date\s+of\s+birth|drivers?\s+licen[sc]e|passport\s+number|bank\s+account)\b,1,,,request,*,
SANITIZE-PII-SENSITIVE-ID-EXPOSURE-1.0,PII Sanitization: Sensitive ID number exposure,critical,block,,,"(?i)\b(?:employee\s+id|customer\s+id|account\s+number|policy\s+number)[:,\s]+[A-Z0-9\-]{5,}\b",1,,,request,*,
SANITIZE-PII-BIOMETRIC-DATA-REQUEST-1.0,PII Sanitization: Biometric or health data requests,critical,block,,,(?i)\b(?:fingerprint|retina|iris|dna|genetic|medical\s+record|health\s+(?:data|record|info))\b,1,,,request,*,
SANITIZE-ISOLATION-DELIMITER-ESCAPE-1.0,Isolation Bypass: Delimiter escape and isolation bypass,high,block,,,"(?i)(?:</user>|</system>|</assistant>|\[/user\]|\[/system\]|\[/assistant\]|}}|"">|\]\]>)",1,,,request,*,
SANITIZE-ISOLATION-CONTEXT-INJECTION-1.0,Isolation Bypass: Context window injection attempts,high,block,,,(?i)\b(?:context\s+(?:window|injection|overflow)|token\s+(?:limit|overflow)|maximum\s+(?:length|tokens?))\b,1,,,request,*,
SANITIZE-ISOLATION-TEMPLATE-INJECTION-1.0,Isolation Bypass: Template and format string injection,high,block,,,(?:\{\{[^}]*\}\}|\$\{[^}]*\}|%\([^)]*\)|<\?[^>]*\?>|\[@[^\]]*\]),1,,,request,*,
SANITIZE-ISOLATION-NESTED-INSTRUCTION-1.0,Isolation Bypass: Nested instruction embedding,high,block,,,(?i)\b(?:if\s+(?:asked|prompted|questioned)|when\s+(?:asked|prompted|questioned)|should\s+(?:anyone|someone)\s+ask)\b.*?(?:ignore|bypass|override|reveal|show),1,,,request,*,
SANITIZE-ISOLATION-CONVERSATION-HIJACKING-1.0,Isolation Bypass: Conversation flow hijacking,high,block,,,(?i)\b(?:end\s+(?:conversation|chat|session)|start\s+(?:new|fresh)\s+(?:conversation|chat|session)|reset\s+(?:conversation|context|memory))\b,1,,,request,*,
SANITIZE-ISOLATION-METADATA-INJECTION-1.0,Isolation Bypass: Metadata and header injection,high,block,,,(?i)(?:x-[a-z-]+:|user-agent:|referer:|authorization:|cookie:),1,,,request,*,
SANITIZE-ADVERSARIAL-SOCIAL-ENGINEERING-1.0,Adversarial Detection: Social engineering manipulation,high,flag,,,(?i)\b(?:urgent|emergency|please\s+help|life\s+or\s+death|critical\s+situation)\b.*?(?:just\s+this\s+once|make\s+an?\s+exception|bend\s+the\s+rules|override),1,,,request,*,
SANITIZE-ADVERSARIAL-AUTHORITY-IMPERSONATION-1.0,Adversarial Detection: Authority figure impersonation,high,flag,,,(?i)\b(?:i\s+am\s+(?:your|the)\s+(?:creator|developer|admin|ceo|manager|supervisor)|from\s+(?:openai|microsoft|google|your\s+company))\b,1,,,request,*,
SANITIZE-ADVERSARIAL-EMOTIONAL-MANIPULATION-1.0,Adversarial Detection: Emotional manipulation tactics,high,flag,,,(?i)\b(?:depressed|suicidal|lonely|desperate|crying|heartbroken)\b.*?(?:only\s+you\s+can\s+help|please\s+(?:just|help)),1,,,request,*,
SANITIZE-ADVERSARIAL-FALSE-CONTEXT-SETTING-1.0,Adversarial Detection: False context and scenario creation,high,flag,,,(?i)\b(?:hypothetically|theoretically|in\s+a\s+(?:story|novel|movie|game)|imagine\s+a\s+(?:world|scenario))\s+where\s+(?:there\s+are\s+no|you\s+have\s+no|laws\s+don\'?t\s+exist),1,,,request,*,
SANITIZE-ADVERSARIAL-MULTI-STEP-MANIPULATION-1.0,Adversarial Detection: Multi-step manipulation sequences,high,flag,,,(?i)\b(?:first|step\s+1|initially).*?(?:then|next|step\s+2|after\s+that|finally).*?(?:ignore|bypass|override|reveal),1,,,request,*,
SANITIZE-ADVERSARIAL-CONFUSION-INDUCING-1.0,Adversarial Detection: Confusion and cognitive overload,high,flag,,,(?i)\b(?:very\s+(?:complex|complicated|confusing)|(?:long|extensive)\s+(?:list|sequence|chain))\b.*?(?:but\s+(?:ignore|bypass|actually)),1,,,request,*,
SANITIZE-OUTPUT-SYSTEM-INFO-LEAKAGE-1.0,Output Filtering: System information leakage in responses,critical,block,,,(?i)\b(?:system\s+prompt|internal\s+instruction|base\s+model|training\s+data|model\s+(?:architecture|weights|parameters))\b,1,,,response,*,
SANITIZE-OUTPUT-CREDENTIAL-EXPOSURE-1.0,Output Filtering: Credential or secret exposure in output,critical,block,,,"(?i)\b(?:password|api\s*key|token|secret|credential)[:,\s]+[A-Za-z0-9\-_/+=]{8,}\b",1,,,response,*,
SANITIZE-OUTPUT-HARMFUL-CONTENT-GENERATION-1.0,Output Filtering: Harmful content generation detection,critical,block,,,(?i)\b(?:how\s+to\s+(?:hack|break\s+into|exploit)|step\s+by\s+step\s+(?:guide|instructions?)\s+(?:to|for)\s+(?:illegal|harmful))\b,1,,,response,*,
SANITIZE-OUTPUT-JAILBREAK-SUCCESS-INDICATORS-1.0,Output Filtering: Jailbreak success indicators in output,critical,block,,,(?i)\b(?:i\s+(?:can\s+now|will\s+now|am\s+now)\s+(?:ignore|bypass|break|violate)|successfully\s+(?:jailbroken|unrestricted|bypassed))\b,1,,,response,*,
SANITIZE-OUTPUT-INAPPROPRIATE-ROLE-ADOPTION-1.0,Output Filtering: Inappropriate role adoption in responses,critical,block,,,(?i)\b(?:as\s+(?:an?\s+)?(?:evil|malicious|unrestricted|jailbroken)\s+(?:ai|assistant)|i\s+am\s+(?:no\s+longer|not)\s+(?:bound\s+by|restricted\s+by))\b,1,,,response,*,
SANITIZE-OUTPUT-PERSONAL-DATA-REGURGITATION-1.0,Output Filtering: Personal data regurgitation in responses,critical,block,,,(?i)\b(?:based\s+on\s+(?:your|the)\s+(?:personal|private|confidential)\s+(?:data|information)|from\s+(?:your|the)\s+(?:training|personal)\s+data)\b,1,,,response,*,
SANITIZE-EVASION-LOGGING-DISABLE-ATTEMPT-1.0,Evasion Detection: Logging disable attempts,medium,flag,,,(?i)\b(?:disable|turn\s+off|stop)\s+(?:logging|monitoring|audit|recording|tracking)\b,1,,,request,*,
SANITIZE-EVASION-STEGANOGRAPHY-ATTEMPT-1.0,Evasion Detection: Steganographic hiding attempts,medium,flag,,,(?i)\b(?:hidden\s+(?:message|instruction|command)|invisible\s+(?:text|character)|steganograph),1,,,request,*,
SANITIZE-EVASION-CONVERSATION-DELETION-1.0,Evasion Detection: Conversation deletion requests,medium,flag,,,(?i)\b(?:delete\s+(?:this\s+)?(?:conversation|chat|history|message)|forget\s+(?:this\s+)?(?:conversation|interaction))\b,1,,,request,*,
SANITIZE-EVASION-PRIVACY-MODE-EXPLOITATION-1.0,Evasion Detection: Privacy mode exploitation attempts,medium,flag,,,(?i)\b(?:private\s+(?:mode|conversation|chat)|incognito\s+(?:mode|chat)|off\s+the\s+record)\b,1,,,request,*,
SANITIZE-EVASION-METADATA-SCRUBBING-1.0,Evasion Detection: Metadata scrubbing requests,medium,flag,,,(?i)\b(?:remove\s+metadata|scrub\s+(?:headers|traces)|no\s+(?:tracking|fingerprint|attribution))\b,1,,,request,*,
SANITIZE-EVASION-TEMPORAL-EVASION-1.0,Evasion Detection: Temporal evasion techniques,medium,flag,,,(?i)\b(?:delay\s+(?:response|processing)|process\s+(?:later|offline)|batch\s+(?:process|later))\b,1,,,request,*,
SANITIZE-ENHANCED-HARMFUL-INSTRUCTION-ENHANCED-1.0,Enhanced Sanitization: Enhanced harmful instruction detection,high,block,,,(?i)\b(?:how\s+to\s+(?:hack|break\s+into|exploit|crack|bypass|attack)|step\s+by\s+step\s+(?:guide|instructions?|tutorial|walkthrough)\s+(?:to|for)\s+(?:illegal|harmful|malicious|dangerous|unauthorized,1,,,request,*,
SANITIZE-ENHANCED-HARMFUL-REQUEST-PATTERNS-1.0,Enhanced Sanitization: Harmful request pattern detection,high,block,,,(?i)\b(?:teach\s+me\s+(?:how\s+)?to|show\s+me\s+(?:how\s+)?to|help\s+me\s+(?:learn\s+)?(?:how\s+)?to)\s+(?:hack|break|crack|exploit|attack|bypass|steal|fraud|scam|phish|social\s+engineer)\b,1,,,request,*,
SANITIZE-ENHANCED-METADATA-SCRUB-ENHANCED-1.0,Enhanced Sanitization: Enhanced metadata scrubbing detection,high,block,,,(?i)\b(?:remove|delete|scrub|erase|clear|wipe|eliminate|hide|mask|obfuscate|anonymize)\s+(?:all\s+)?(?:metadata|traces|logs|records|history|audit\s+trail|fingerprints?|identifiers?|tracking\s+(?:data|,1,,,request,*,
SANITIZE-ENHANCED-FORENSIC-EVASION-ENHANCED-1.0,Enhanced Sanitization: Enhanced forensic evasion detection,high,block,,,(?i)\b(?:avoid|evade|bypass|circumvent|escape)\s+(?:detection|monitoring|logging|auditing|tracking|forensics?|investigation)\b,1,,,request,*,
LLM02-OUTPUT-SCRIPT-INJECTION-1.0,LLM02 Output Security: Script injection in model outputs,critical,block,,,<script[^>]*>.*?</script>|javascript\s*:|data\s*:\s*text/html|eval\s*\(|document\s*\.\s*write,1,,,response,*,
LLM02-OUTPUT-SQL-INJECTION-OUTPUT-1.0,LLM02 Output Security: SQL injection patterns in outputs,critical,block,,,(?i)\b(?:union\s+(?:all\s+)?select|insert\s+into|delete\s+from|drop\s+(?:table|database)|exec\s*\(|execute\s+immediate)\b,1,,,response,*,
LLM02-OUTPUT-COMMAND-INJECTION-OUTPUT-1.0,LLM02 Output Security: Command injection in outputs,critical,block,,,(?i)\b(?:rm\s+-rf|;\s*rm\s|&&\s*rm\s|\|\s*rm\s|`rm\s|system\s*\(|exec\s*\(|shell_exec\s*\(),1,,,response,*,
LLM02-OUTPUT-LDAP-INJECTION-OUTPUT-1.0,LLM02 Output Security: LDAP injection patterns in outputs,critical,block,,,(?i)\(\s*\|\s*\([^)]*\)\s*\)|\(\s*&\s*\([^)]*\)\s*\)|\*\s*\)\s*\(,1,,,response,*,
LLM02-OUTPUT-XPATH-INJECTION-OUTPUT-1.0,LLM02 Output Security: XPath injection patterns in outputs,critical,block,,,(?i)\[\s*position\s*\(\s*\)\s*=\s*\d+\s*\]|or\s+\d+\s*=\s*\d+|and\s+\d+\s*=\s*\d+,1,,,response,*,
LLM02-OUTPUT-TEMPLATE-INJECTION-OUTPUT-1.0,LLM02 Output Security: Template injection in outputs,critical,block,,,\{\{[^}]*\}\}|\$\{[^}]*\}|<%[^%]*%>|\[@[^\]]*\],1,,,response,*,
LLM02-OUTPUT-PATH-TRAVERSAL-OUTPUT-1.0,LLM02 Output Security: Path traversal in file outputs,critical,block,,,\.\.\/|\.\.\\|%2e%2e%2f|%2e%2e%5c|..%252f|..%255c,1,,,response,*,
LLM02-OUTPUT-NOSQL-INJECTION-OUTPUT-1.0,LLM02 Output Security: NoSQL injection patterns in outputs,critical,block,,,(?i)\$where\s*:|{\s*\$ne\s*:|{\s*\$gt\s*:|{\s*\$regex\s*:,1,,,response,*,
LLM03-POISON-BACKDOOR-TRIGGER-1.0,LLM03 Training Security: Backdoor trigger phrase detection,high,block,,,(?i)\b(?:special\s+mode|debug\s+override|hidden\s+command|secret\s+instruction|trigger\s+phrase)\b,1,,,request,*,
LLM03-POISON-DATA-POISONING-MARKERS-1.0,LLM03 Training Security: Training data poisoning markers,high,block,,,(?i)\b(?:ignore\s+training|override\s+model|poison\s+data|corrupt\s+training|bias\s+injection)\b,1,,,request,*,
LLM03-POISON-ADVERSARIAL-EXAMPLES-1.0,LLM03 Training Security: Adversarial example injection attempts,high,block,,,(?i)\b(?:adversarial\s+(?:example|input|attack)|gradient\s+(?:attack|manipulation)|evasion\s+attack)\b,1,,,request,*,
LLM03-POISON-MODEL-EXTRACTION-ATTEMPT-1.0,LLM03 Training Security: Model extraction and reverse engineering,high,block,,,(?i)\b(?:extract\s+(?:model|weights|parameters)|reverse\s+engineer|model\s+(?:architecture|structure|internals))\b,1,,,request,*,
LLM03-POISON-BIAS-INJECTION-1.0,LLM03 Training Security: Bias injection and manipulation,high,block,,,(?i)\b(?:inject\s+bias|manipulate\s+(?:opinion|viewpoint)|social\s+engineering\s+(?:bias|manipulation))\b,1,,,request,*,
LLM03-POISON-PROMPT-STUFFING-1.0,LLM03 Training Security: Prompt stuffing and context pollution,high,block,,,(?i)\b(?:stuff\s+(?:prompt|context)|pollute\s+(?:training|context)|context\s+(?:injection|manipulation))\b,1,,,request,*,
LLM04-DOS-RESOURCE-EXHAUSTION-1.0,LLM04 DoS Protection: Resource exhaustion attack patterns,high,block,,,(?i)\b(?:exhaust\s+(?:memory|cpu|resources)|infinite\s+(?:loop|recursion)|resource\s+(?:attack|exhaustion))\b,1,,,request,*,
LLM04-DOS-LARGE-CONTEXT-ATTACK-1.0,LLM04 DoS Protection: Large context window exploitation,high,block,,,(?i)\b(?:(?:maximum|max|huge|enormous)\s+(?:context|input|prompt)|overflow\s+(?:context|buffer|memory))\b,1,,,request,*,
LLM04-DOS-REPETITIVE-QUERIES-1.0,LLM04 DoS Protection: Repetitive high-cost query patterns,high,block,,,(?i)\b(?:repeat|loop|iterate)\s+(?:this|that|the\s+(?:same|following))\s+(?:\d+|many|multiple)\s+times\b,1,,,request,*,
LLM04-DOS-COMPLEX-REASONING-DOS-1.0,LLM04 DoS Protection: Complex reasoning DoS attacks,high,block,,,(?i)\b(?:solve|calculate|compute|process)\s+(?:all|every|each)\s+(?:possible|combination|permutation)\b,1,,,request,*,
LLM04-DOS-MEMORY-BOMB-1.0,LLM04 DoS Protection: Memory bomb and allocation attacks,high,block,,,(?i)\b(?:allocate|create|generate)\s+(?:huge|massive|enormous|unlimited)\s+(?:array|list|string|data)\b,1,,,request,*,
LLM04-DOS-CONCURRENT-REQUESTS-1.0,LLM04 DoS Protection: Concurrent request flooding patterns,high,block,,,(?i)\b(?:flood|spam|bombard)\s+(?:with|using)\s+(?:requests|queries|calls)\b,1,,,request,*,
LLM05-SUPPLY-MALICIOUS-PLUGIN-1.0,LLM05 Supply Chain: Malicious plugin/extension installation,critical,block,,,(?i)\b(?:install|add|enable)\s+(?:plugin|extension|addon|module)\s+(?:from|using)\s+(?:untrusted|unknown|malicious)\s+(?:source|repository)\b,1,,,request,*,
LLM05-SUPPLY-DEPENDENCY-CONFUSION-1.0,LLM05 Supply Chain: Dependency confusion attack patterns,critical,block,,,(?i)\b(?:typosquat|dependency\s+confusion|package\s+substitution|supply\s+chain\s+attack)\b,1,,,request,*,
LLM05-SUPPLY-MODEL-SUPPLY-CHAIN-1.0,LLM05 Supply Chain: Model supply chain compromise,critical,block,,,(?i)\b(?:compromised|malicious|backdoor)\s+(?:model|weights|checkpoint|pretrained)\b,1,,,request,*,
LLM05-SUPPLY-THIRD-PARTY-API-1.0,LLM05 Supply Chain: Insecure third-party API integration,critical,block,,,(?i)\b(?:integrate|connect|call)\s+(?:insecure|vulnerable|compromised)\s+(?:api|service|endpoint)\b,1,,,request,*,
LLM05-SUPPLY-CODE-INJECTION-SUPPLY-1.0,LLM05 Supply Chain: Code injection via supply chain,critical,block,,,(?i)\b(?:inject|embed)\s+(?:malicious\s+)?(?:code|script|payload)\s+(?:into|via)\s+(?:dependency|library|package)\b,1,,,request,*,
LLM05-SUPPLY-CONTAINER-POISONING-1.0,LLM05 Supply Chain: Container and image poisoning,critical,block,,,(?i)\b(?:poisoned|malicious|compromised)\s+(?:container|image|dockerfile|registry)\b,1,,,request,*,
LLM07-PLUGIN-PLUGIN-BYPASS-1.0,LLM07 Plugin Security: Plugin authentication bypass attempts,high,block,,,(?i)\b(?:bypass|skip|ignore)\s+(?:plugin|extension)\s+(?:auth|authentication|security|validation)\b,1,,,request,*,
LLM07-PLUGIN-PLUGIN-PRIVILEGE-ESCALATION-1.0,LLM07 Plugin Security: Plugin privilege escalation,high,block,,,(?i)\b(?:escalate|elevate|increase)\s+(?:privileges|permissions|access)\s+(?:via|through|using)\s+plugin\b,1,,,request,*,
LLM07-PLUGIN-PLUGIN-CODE-INJECTION-1.0,LLM07 Plugin Security: Code injection via plugin interface,high,block,,,(?i)\b(?:inject|execute|run)\s+(?:code|script|command)\s+(?:via|through|in)\s+plugin\b,1,,,request,*,
LLM07-PLUGIN-PLUGIN-DATA-EXFILTRATION-1.0,LLM07 Plugin Security: Data exfiltration through plugins,high,block,,,(?i)\b(?:exfiltrate|steal|extract)\s+(?:data|information|secrets)\s+(?:via|through|using)\s+plugin\b,1,,,request,*,
LLM07-PLUGIN-PLUGIN-SANDBOX-ESCAPE-1.0,LLM07 Plugin Security: Plugin sandbox escape attempts,high,block,,,(?i)\b(?:escape|break(?:out)?|bypass)\s+(?:plugin\s+)?(?:sandbox|container|isolation)\b,1,,,request,*,
LLM07-PLUGIN-PLUGIN-API-ABUSE-1.0,LLM07 Plugin Security: Plugin API abuse and manipulation,high,block,,,(?i)\b(?:abuse|manipulate|exploit)\s+(?:plugin\s+)?(?:api|interface|endpoint)\b,1,,,request,*,
LLM08-AGENCY-UNAUTHORIZED-ACTIONS-1.0,LLM08 Agency Control: Unauthorized autonomous action attempts,high,flag,,,(?i)\b(?:automatically|autonomously)\s+(?:execute|perform|run|do)\s+(?:without|bypass(?:ing)?)\s+(?:permission|authorization|approval)\b,1,,,request,*,
LLM08-AGENCY-EXCESSIVE-PERMISSIONS-1.0,LLM08 Agency Control: Excessive permission grant requests,high,flag,,,(?i)\b(?:grant|give|provide)\s+(?:full|complete|unlimited|administrative|root)\s+(?:access|permissions|privileges)\b,1,,,request,*,
LLM08-AGENCY-AUTONOMOUS-MODIFICATION-1.0,LLM08 Agency Control: Autonomous system modification,high,flag,,,(?i)\b(?:modify|change|alter|update)\s+(?:system|configuration|settings)\s+(?:automatically|autonomously)\b,1,,,request,*,
LLM08-AGENCY-UNSUPERVISED-EXECUTION-1.0,LLM08 Agency Control: Unsupervised code/command execution,high,flag,,,(?i)\b(?:execute|run)\s+(?:code|commands|scripts)\s+(?:without|unsupervised|unmonitored)\b,1,,,request,*,
LLM08-AGENCY-DELEGATION-ABUSE-1.0,LLM08 Agency Control: Authority delegation abuse,high,flag,,,(?i)\b(?:delegate|transfer|assign)\s+(?:authority|control|permissions)\s+(?:to|for)\s+(?:autonomous|automatic)\b,1,,,request,*,
LLM08-AGENCY-SCOPE-CREEP-1.0,LLM08 Agency Control: Operational scope creep detection,high,flag,,,(?i)\b(?:expand|extend|increase)\s+(?:scope|authority|capabilities)\s+(?:beyond|outside)\s+(?:intended|original)\b,1,,,request,*,
LLM09-OVERRELY-BLIND-TRUST-1.0,LLM09 Overreliance: Blind trust in AI recommendations,medium,flag,,,(?i)\b(?:always|blindly|completely)\s+(?:trust|rely\s+on|follow)\s+(?:ai|model|system)\s+(?:decisions|recommendations)\b,1,,,request,*,
LLM09-OVERRELY-CRITICAL-DECISION-AUTOMATION-1.0,LLM09 Overreliance: Critical decision full automation,medium,flag,,,(?i)\b(?:automate|delegate)\s+(?:all|complete|full)\s+(?:critical|important|high-stakes)\s+(?:decisions|choices)\b,1,,,request,*,
LLM09-OVERRELY-NO-HUMAN-OVERSIGHT-1.0,LLM09 Overreliance: Elimination of human oversight,medium,flag,,,(?i)\b(?:eliminate|remove|bypass)\s+(?:human|manual)\s+(?:oversight|review|validation|approval)\b,1,,,request,*,
LLM09-OVERRELY-UNCHECKED-RECOMMENDATIONS-1.0,LLM09 Overreliance: Unchecked AI recommendation implementation,medium,flag,,,(?i)\b(?:implement|execute|follow)\s+(?:all\s+)?(?:ai|model)\s+(?:recommendations|suggestions)\s+(?:without|unchecked)\b,1,,,request,*,
LLM09-OVERRELY-EXPERTISE-REPLACEMENT-1.0,LLM09 Overreliance: Human expertise complete replacement,medium,flag,,,(?i)\b(?:replace|substitute)\s+(?:human|expert|professional)\s+(?:expertise|judgment|knowledge)\s+(?:with|using)\s+(?:ai|automation)\b,1,,,request,*,
LLM09-OVERRELY-ACCOUNTABILITY-SHIFT-1.0,LLM09 Overreliance: Accountability shift to AI systems,medium,flag,,,(?i)\b(?:shift|transfer|delegate)\s+(?:responsibility|accountability|liability)\s+(?:to|onto)\s+(?:ai|automated\s+system)\b,1,,,request,*,
LLM10-THEFT-MODEL-EXTRACTION-1.0,LLM10 Model Theft: Model extraction and copying attempts,critical,block,,,(?i)\b(?:extract|copy|steal|clone|duplicate)\s+(?:model|weights|parameters|architecture)\b,1,,,request,*,
LLM10-THEFT-INTELLECTUAL-PROPERTY-THEFT-1.0,LLM10 Model Theft: IP and proprietary algorithm theft,critical,block,,,(?i)\b(?:steal|copy|extract)\s+(?:proprietary|intellectual\s+property|trade\s+secrets|algorithms)\b,1,,,request,*,
LLM10-THEFT-MODEL-REVERSE-ENGINEERING-1.0,LLM10 Model Theft: Model reverse engineering attempts,critical,block,,,(?i)\b(?:reverse\s+engineer|reconstruct|recreate)\s+(?:model|architecture|training\s+process)\b,1,,,request,*,
LLM10-THEFT-QUERY-BASED-EXTRACTION-1.0,LLM10 Model Theft: Query-based model extraction,critical,block,,,(?i)\b(?:probe|query|interrogate)\s+(?:model|system)\s+(?:to\s+)?(?:extract|determine|discover)\s+(?:parameters|behavior|weights)\b,1,,,request,*,
LLM10-THEFT-TRAINING-DATA-EXTRACTION-1.0,LLM10 Model Theft: Training data extraction attempts,critical,block,,,(?i)\b(?:extract|recover|retrieve)\s+(?:training\s+data|original\s+dataset|source\s+material)\b,1,,,request,*,
LLM10-THEFT-API-SCRAPING-1.0,LLM10 Model Theft: Large-scale API scraping for replication,critical,block,,,(?i)\b(?:scrape|harvest|collect)\s+(?:api\s+responses|model\s+outputs)\s+(?:to|for)\s+(?:replicate|clone|copy)\b,1,,,request,*,
OWASP-LLM01-MULTILANG-1.0,Security Rule 312,high,block,,,(?i)(ignore|ignora|ignorez|ignorer|无视|忽略|無視|игнорировать).*(?:instruction|instrucción|instruction|指示|инструкция),1,,,"user_input, prompt",/*,
OWASP-LLM01-UNICODE-2.0,Security Rule 313,high,block,,,[\u200B-\u200F\u2060-\u206F].*(?:ignore|bypass|override),1,,,"user_input, prompt",/*,
OWASP-LLM01-CONTEXT-OVERFLOW-1.0,Security Rule 314,critical,block,,,(?i)(?:fill|stuff|flood|overflow).*(?:context|memory|buffer).*(?:ignore|bypass|override),1,,,"user_input, prompt",/*,
OWASP-LLM02-CMD-INJECTION-1.0,Security Rule 315,critical,block,,,(?i)(?:rm\s+-rf|del\s+/[sq]|format\s+[c-z]:).*(?:&&|\|\||;|`|\$\(),1,,,"ai_output, generated_content",/*,
OWASP-LLM02-SHELL-ESCAPE-1.0,Security Rule 316,high,block,,,(?:bash|sh|cmd|powershell|pwsh)\s+-c\s+.*(?:system|exec|eval),1,,,"ai_output, generated_content",/*,
OWASP-LLM03-CONTEXT-POISON-1.0,Security Rule 317,high,block,,,(?i)(?:stuff|pollute|contaminate|corrupt).*(?:context|memory|training).*(?:mislead|bias|manipulate),1,,,"user_input, training_data",/*,
OWASP-LLM03-ADVERSARIAL-DATA-1.0,Security Rule 318,critical,block,,,(?i)(?:adversarial|poisoned|corrupted).*(?:example|sample|data).*(?:inject|embed|hide),1,,,"training_data, user_input",/*,
OWASP-LLM05-TYPOSQUAT-1.0,Security Rule 319,high,block,,,(?i)(?:install|download|import).*(?:typo|fake|malicious|compromised).*(?:package|library|dependency),1,,,"user_input, system_commands",/*,
OWASP-LLM05-PKG-CONFUSION-1.0,Security Rule 320,medium,flag,,,(?i)(?:npm|pip|gem|cargo)\s+(?:install|add).*(?:--force|--unsafe|--insecure),1,,,"system_commands, user_input",/*,
OWASP-LLM06-TRAINING-EXTRACT-1.0,Security Rule 321,critical,block,,,(?i)(?:extract|retrieve|show|reveal).*(?:training|personal).*(?:data|information).*(?:about|regarding|for)\s+[A-Z][a-z]+\s+[A-Z][a-z]+,1,,,"user_input, prompt",/*,
OWASP-LLM06-SYSTEM-DETAILS-1.0,Security Rule 322,medium,flag,,,(?i)(?:reveal|show|describe).*(?:system|architecture|internal|configuration).*(?:detail|structure|design),1,,,"user_input, prompt",/*,
OWASP-LLM06-PII-PATTERN-1.0,Security Rule 323,high,block,,,(?i)(?:my|our)\s+(?:employee\s+id|social\s+security|credit\s+card).*(?:give|provide|grant).*(?:access|permission),1,,,"user_input, prompt",/*,
OWASP-LLM07-PRIVILEGE-ESC-1.0,Security Rule 324,critical,block,,,(?i)(?:escalate|elevate|increase).*(?:privilege|permission|access).*(?:through|via|using).*plugin,1,,,"user_input, plugin_commands",/*,
OWASP-LLM07-SANDBOX-ESCAPE-1.0,Security Rule 325,critical,block,,,(?i)(?:break|escape|bypass).*(?:sandbox|container|isolation).*(?:access|execute|run).*(?:host|system),1,,,"plugin_commands, user_input",/*,
OWASP-LLM08-PERM-GRANT-1.0,Security Rule 326,high,flag,,,(?i)(?:grant|give|provide).*(?:full|complete|total|unlimited).*(?:administrative|admin|root|sudo).*(?:access|permission|privilege),1,,,"user_input, system_commands",/*,
OWASP-LLM08-AUTHORITY-DELEGATE-1.0,Security Rule 327,medium,flag,,,(?i)(?:delegate|transfer|assign).*(?:administrative|management|control).*(?:authority|power).*(?:autonomous|agent|ai),1,,,"user_input, policy_changes",/*,
OWASP-LLM10-DATA-EXTRACT-2.0,Security Rule 328,critical,block,,,(?i)(?:extract|retrieve|dump|export).*(?:original|source|raw).*(?:training|dataset).*(?:from|via).*(?:model|response),1,,,"user_input, api_queries",/*,
OWASP-LLM10-PATTERN-ANALYSIS-1.0,Security Rule 329,medium,flag,,,(?i)(?:analyze|study|examine).*(?:response|output).*(?:pattern|structure|format).*(?:reverse|extract|infer).*(?:model|architecture),1,,,"user_input, analytical_queries",/*,
LLM06-TRAINING-EXTRACT-ADVANCED-1.0,Advanced Training Data Extraction with Names,critical,block,,,(?i)(?:extract|retrieve|show|reveal|tell\s+me|give\s+me).*(?:training|personal|private).*(?:data|information|details).*(?:about|regarding|for|of)\s+(?:[A-Z][a-z]+(?:\s+[A-Z][a-z]+)+),1,,,"user_input, prompt",/*,
LLM06-DATASET-MINING-1.0,Dataset Mining and Information Harvesting,high,flag,,,(?i)(?:mine|harvest|scrape|dump|leak).*(?:dataset|training\s+set|user\s+data|customer\s+records).*(?:containing|with|about|including),1,,,"user_input, prompt",/*,
LLM06-MEMORY-EXTRACTION-1.0,AI Memory and Context Extraction,high,flag,,,(?i)(?:access|examine|read|extract).*(?:memory|context|previous\s+conversations|chat\s+history|stored\s+information).*(?:other\s+users|different\s+sessions|confidential),1,,,"user_input, prompt",/*,
LLM06-BEHAVIORAL-PROFILING-1.0,User Behavioral Profiling Attempts,medium,flag,,,(?i)(?:profile|analyze|describe|characterize).*(?:behavior|patterns|preferences|habits).*(?:user|customer|individual).*(?:named|called|identified\s+as),1,,,"user_input, prompt",/*,
LLM06-ARCHITECTURE-DISCLOSURE-1.0,System Architecture Information Disclosure,medium,flag,,,(?i)(?:reveal|show|describe|explain|detail).*(?:system|architecture|infrastructure|internal).*(?:configuration|setup|design|structure|implementation),1,,,"user_input, prompt",/*,
